Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Type,Machine failure
300.6,309.9,1449,42.4,169,9.299999999999955,6433.73042713961,M,0
300.5,309.9,1466,53.2,172,9.399999999999977,8167.219365488409,M,0
300.5,309.9,1503,37.4,175,9.399999999999977,5886.527818737339,L,0
300.4,309.7,1488,35.7,177,9.300000000000011,5562.880943564519,L,0
300.4,309.7,1314,50.2,179,9.300000000000011,6907.608263007094,L,0
300.4,309.7,1547,38.0,181,9.300000000000011,6156.055524464319,M,0
300.4,309.7,1466,39.8,184,9.300000000000011,6110.0626080157635,M,0
300.3,309.6,1537,37.1,187,9.300000000000011,5971.403180261824,L,0
300.2,309.5,1434,51.5,189,9.300000000000011,7733.658635341993,M,0
300.4,309.6,1432,44.7,192,9.200000000000045,6703.15341311147,L,0
300.5,309.6,1390,48.4,194,9.100000000000023,7045.1262454302305,L,0
300.5,309.7,1580,42.8,196,9.199999999999989,7081.568720211872,L,0
300.5,309.7,1589,30.5,198,9.199999999999989,5075.190571996752,L,0
300.5,309.8,1441,48.8,200,9.300000000000011,7363.976955818571,L,0
300.5,309.8,1305,51.7,202,9.300000000000011,7065.284798290765,L,0
300.5,309.8,1566,35.9,204,9.300000000000011,5887.2818009741995,M,0
300.5,309.8,1379,54.2,207,9.300000000000011,7826.942993202588,L,1
300.4,309.6,1543,38.1,209,9.200000000000045,6156.296379901094,L,0
300.5,309.8,1421,49.6,211,9.300000000000011,7380.815892441812,L,0
300.5,309.6,1760,30.6,213,9.100000000000023,5639.787131724397,L,0
300.4,309.5,1711,29.2,215,9.100000000000023,5231.924629484345,L,0
300.5,309.6,1465,41.6,217,9.100000000000023,6382.040756012545,L,0
300.5,309.6,1366,50.2,219,9.100000000000023,7180.968711771455,L,0
300.4,309.5,1888,21.9,221,9.100000000000023,4329.868658883596,M,0
300.5,309.5,1777,23.6,0,9.0,4391.653314404196,L,0
300.5,309.5,1379,55.6,2,9.0,8029.114952436602,L,0
300.4,309.5,1525,51.3,4,9.100000000000023,8192.488242398784,L,0
300.4,309.6,1563,34.0,6,9.200000000000045,5565.01722656896,M,0
300.5,309.7,1389,43.3,9,9.199999999999989,6298.23353599028,M,0
300.6,309.8,1447,42.9,12,9.199999999999989,6500.614934734535,M,0
300.6,309.7,1934,22.8,15,9.099999999999966,4617.638545952421,M,0
300.6,309.7,1470,43.8,18,9.099999999999966,6742.486153134413,H,0
300.6,309.7,1428,42.6,23,9.099999999999966,6370.3959192432385,M,0
300.4,309.6,1319,48.1,26,9.200000000000045,6643.829671836183,L,0
300.5,309.7,1887,24.3,28,9.199999999999989,4801.830123232391,L,0
300.4,309.5,1349,50.4,30,9.100000000000023,7119.854262683619,L,0
300.3,309.5,1665,31.4,32,9.199999999999989,5474.853517410932,M,0
300.3,309.5,1474,38.7,35,9.199999999999989,5973.612767094849,L,0
300.4,309.5,1543,38.9,37,9.100000000000023,6285.562445620802,L,0
300.2,309.4,1459,43.9,39,9.199999999999989,6707.31078738972,M,0
300.3,309.5,1551,37.9,42,9.199999999999989,6155.730893223449,L,0
300.2,309.4,1981,21.4,44,9.199999999999989,4439.426466689784,L,0
300.2,309.4,1526,35.3,46,9.199999999999989,5641.0228248348085,L,0
300.2,309.4,1501,40.0,48,9.199999999999989,6287.374097384373,M,0
300.2,309.4,1558,38.3,51,9.199999999999989,6248.774395647266,L,0
300.2,309.3,1532,43.2,53,9.100000000000023,6930.6047212313715,L,0
300.1,309.2,1326,55.9,55,9.099999999999966,7762.184296636588,L,0
300.2,309.2,1431,51.3,57,9.0,7687.50863926076,L,0
300.2,309.3,1366,49.3,59,9.100000000000023,7052.226244827344,L,0
300.1,309.2,1421,42.5,61,9.099999999999966,6324.287811064053,L,0
300.2,309.3,1506,35.6,63,9.100000000000023,5614.403063083391,H,0
300.2,309.3,1342,48.7,68,9.100000000000023,6844.001483747413,H,0
300.1,309.2,1427,37.6,73,9.099999999999966,5618.759404896369,L,0
300.2,309.2,1667,29.9,75,9.0,5219.578170355737,L,0
300.1,309.1,1400,46.7,77,9.0,6846.577589723355,L,0
300.0,309.0,1709,32.1,79,9.0,5744.810574133904,L,0
300.0,309.0,1368,45.8,81,9.0,6561.15342516921,M,0
300.0,309.1,1882,23.8,84,9.100000000000023,4690.565383417752,L,0
300.1,309.1,1353,58.7,86,9.0,8316.95814333401,L,0
299.9,309.0,1553,40.0,88,9.100000000000023,6505.191188033265,L,0
300.0,309.1,1431,45.4,90,9.100000000000023,6803.370218760984,L,0
300.1,309.1,1731,30.4,92,9.0,5510.604841808784,M,0
300.1,309.2,1687,27.7,95,9.099999999999966,4893.543684766189,M,0
300.1,309.2,1457,44.3,98,9.099999999999966,6759.147066173951,M,0
300.1,309.2,1533,37.0,101,9.099999999999966,5939.809230142221,L,0
300.0,309.0,1622,31.8,103,9.0,5401.403081170003,H,0
300.0,309.1,1791,28.2,108,9.100000000000023,5288.99689602456,L,0
300.0,309.1,1631,28.3,110,9.100000000000023,4833.5811529846715,L,0
300.0,309.0,2174,16.9,112,9.0,3847.466634949371,L,0
300.1,309.0,1314,58.2,114,8.899999999999977,8008.422328824958,L,0
300.1,309.1,1478,46.9,116,9.0,7258.984929335599,L,0
300.1,309.2,1783,27.3,118,9.099999999999966,5097.328328229047,L,0
300.1,309.2,1385,46.1,120,9.099999999999966,6686.1992847575975,M,0
300.0,309.2,1444,43.6,123,9.199999999999989,6592.988230725587,L,0
300.1,309.3,1841,23.0,125,9.199999999999989,4434.148591031753,L,0
300.1,309.4,1349,56.2,127,9.299999999999955,7939.202570690862,M,0
300.1,309.3,1340,56.0,130,9.199999999999989,7858.170424179269,L,0
299.9,309.2,1539,43.2,132,9.300000000000011,6962.271975179557,M,0
300.0,309.3,1932,21.8,135,9.300000000000011,4410.544758227783,M,0
300.0,309.3,1407,43.9,138,9.300000000000011,6468.25653040256,M,0
300.1,309.3,1712,28.5,141,9.199999999999989,5109.486291798439,L,0
300.1,309.4,1329,55.2,143,9.299999999999955,7682.325011382337,H,0
300.1,309.2,1441,42.9,148,9.099999999999966,6473.660069766735,L,0
300.0,309.2,1610,32.1,150,9.199999999999989,5412.021664339137,L,0
300.0,309.1,1474,45.2,152,9.100000000000023,6976.93274089631,M,0
300.0,309.1,1624,30.8,155,9.100000000000023,5237.998375281286,M,0
300.1,309.3,1520,38.2,158,9.199999999999989,6080.447861267926,H,0
300.1,309.3,1448,45.8,163,9.199999999999989,6944.846607927644,H,0
300.0,309.3,1558,29.7,168,9.300000000000011,4845.655340749969,L,0
300.0,309.3,2293,16.3,170,9.300000000000011,3913.995095376892,M,0
300.0,309.3,1397,51.2,173,9.300000000000011,7490.227092590832,L,0
300.0,309.3,1972,22.0,175,9.300000000000011,4543.161856111319,L,0
299.9,309.2,1574,36.5,177,9.300000000000011,6016.254651379573,M,0
299.9,309.2,1560,38.9,180,9.300000000000011,6354.813619681433,L,0
299.9,309.2,1353,49.8,182,9.300000000000011,7055.954268109603,M,0
299.9,309.2,1389,51.2,185,9.300000000000011,7447.33388089382,M,0
299.9,309.1,1513,43.8,188,9.200000000000045,6939.715339926781,M,0
299.8,309.1,1578,42.1,191,9.300000000000011,6956.931267668453,L,0
299.8,309.0,1467,37.3,193,9.199999999999989,5730.170752368174,H,0
299.9,309.1,1412,48.3,198,9.200000000000045,7141.845411258749,L,0
299.8,309.1,1668,30.3,200,9.300000000000011,5292.578311649652,L,0
299.8,309.2,1678,29.8,202,9.399999999999977,5236.448522905515,M,0
299.8,309.1,1612,35.4,205,9.300000000000011,5975.811881952361,L,0
299.8,309.1,1485,39.9,207,9.300000000000011,6204.802570472521,L,0
299.8,309.1,1456,39.4,209,9.300000000000011,6007.3953600964505,M,0
299.8,309.2,1504,38.7,212,9.399999999999977,6095.1924027887735,L,0
299.9,309.2,1491,44.3,214,9.300000000000011,6916.875961335182,L,0
299.9,309.2,1525,33.2,0,9.300000000000011,5301.961201708375,H,0
300.0,309.2,1759,27.9,5,9.199999999999989,5139.237174227935,L,0
299.8,309.1,1355,56.7,7,9.300000000000011,8045.461706210782,M,0
299.9,309.1,1345,56.8,10,9.200000000000045,8000.170412121527,M,0
299.9,309.2,1683,30.5,13,9.300000000000011,5375.422109924816,M,0
299.9,309.2,1658,34.8,16,9.300000000000011,6042.162318796178,L,0
300.0,309.2,1566,34.4,18,9.199999999999989,5641.295096198119,L,0
300.1,309.3,1469,43.9,20,9.199999999999989,6753.282759887251,M,0
300.2,309.5,1458,46.9,23,9.300000000000011,7160.757799033358,M,0
300.1,309.4,1858,23.6,26,9.299999999999955,4591.835598290937,L,0
300.1,309.4,1563,40.8,28,9.299999999999955,6678.020671882751,H,0
300.1,309.4,2141,17.9,33,9.299999999999955,4013.269423230329,L,0
300.0,309.3,1473,46.0,35,9.300000000000011,7095.601167397907,L,0
300.0,309.4,1498,38.5,37,9.399999999999977,6039.502437016138,H,0
300.1,309.4,1568,39.7,42,9.299999999999955,6518.762868296773,L,0
300.1,309.4,1694,27.4,44,9.299999999999955,4860.63026573208,L,0
300.0,309.4,1499,35.7,46,9.399999999999977,5604.004391400009,L,0
300.0,309.5,1717,28.3,48,9.5,5088.4480929948995,L,0
300.1,309.5,1462,42.8,50,9.399999999999977,6552.692068955543,M,0
300.1,309.6,1642,34.5,53,9.5,5932.269407773606,L,0
300.1,309.6,1760,25.4,55,9.5,4681.391932869271,L,0
300.1,309.5,1660,32.7,57,9.399999999999977,5684.397747405372,L,0
300.1,309.5,1557,40.6,59,9.399999999999977,6619.775544085197,L,0
300.2,309.6,1442,49.2,61,9.400000000000034,7429.48963462143,H,0
300.2,309.6,1359,51.5,66,9.400000000000034,7329.178581192307,L,0
300.4,309.8,1342,52.5,68,9.400000000000034,7378.030346955629,L,0
300.4,309.9,1435,54.8,70,9.5,8234.952103099806,L,0
300.4,309.9,1567,36.5,72,9.5,5989.498753946501,L,0
300.4,309.9,1376,43.5,74,9.5,6268.1056624423545,L,0
300.4,309.9,1513,38.7,76,9.5,6131.666293496951,H,0
300.4,309.9,2563,12.8,81,9.5,3435.478174357607,H,1
300.5,310.0,1521,45.1,86,9.5,7183.471513918812,L,0
300.6,310.0,1658,34.7,88,9.399999999999977,6024.799783397339,L,0
300.6,310.0,1419,42.4,90,9.399999999999977,6300.526898627401,H,0
300.6,310.0,1478,36.3,95,9.399999999999977,5618.361469826914,M,0
300.5,310.0,1415,43.5,98,9.5,6445.762727002858,M,0
300.5,309.9,1780,26.5,101,9.399999999999977,4939.630848994351,M,0
300.4,309.7,1440,42.8,104,9.300000000000011,6454.08794753487,M,0
300.4,309.8,1448,39.7,107,9.400000000000034,6019.877954906714,H,0
300.4,309.7,1500,35.2,112,9.300000000000011,5529.203070318036,H,0
300.4,309.8,1513,32.9,117,9.400000000000034,5212.708554419888,L,0
300.5,309.8,1428,43.8,119,9.300000000000011,6549.843691616287,L,0
300.5,309.8,1473,42.3,121,9.300000000000011,6524.868030020249,M,0
300.5,309.9,1483,49.3,124,9.399999999999977,7656.260264333052,M,0
300.4,309.7,1534,42.5,127,9.300000000000011,6827.204435026219,L,0
300.5,309.8,1367,54.0,129,9.300000000000011,7730.202883423045,L,0
300.4,309.7,1467,36.9,131,9.300000000000011,5668.721200063958,L,0
300.4,309.7,1488,42.2,133,9.300000000000011,6575.730415081868,M,0
300.4,309.7,1679,30.1,136,9.300000000000011,5292.316512261853,L,0
300.4,309.8,1409,47.5,138,9.400000000000034,7008.63141077103,H,0
300.4,309.7,1367,51.2,143,9.300000000000011,7329.377548727036,M,0
300.4,309.8,1314,63.1,146,9.400000000000034,8682.6709441384,L,0
300.5,309.9,1480,40.0,148,9.399999999999977,6199.409503083858,L,0
300.4,309.8,1549,38.9,150,9.400000000000034,6310.004036465731,L,0
300.4,309.7,1685,31.3,152,9.300000000000011,5522.972244888417,L,0
300.4,309.6,1536,34.5,154,9.200000000000045,5549.309263301011,L,0
300.4,309.7,1539,37.7,156,9.300000000000011,6075.871607969197,M,0
300.4,309.7,1384,45.1,159,9.300000000000011,6536.439562960972,L,0
300.4,309.6,1614,30.3,161,9.200000000000045,5121.235848322866,M,0
300.4,309.6,1675,35.5,164,9.200000000000045,6226.898438802769,M,0
300.4,309.7,1685,32.3,167,9.300000000000011,5699.425032265043,M,0
300.4,309.6,1386,56.9,170,9.200000000000045,8258.555935903776,L,0
300.3,309.6,1488,41.3,172,9.300000000000011,6435.489719025619,M,0
300.3,309.6,1624,32.6,175,9.300000000000011,5544.115163447075,L,0
300.3,309.6,1600,34.6,177,9.300000000000011,5797.285643424366,L,0
300.3,309.6,1468,44.7,179,9.300000000000011,6871.668443050027,L,0
300.3,309.6,1435,45.4,181,9.300000000000011,6822.387326290715,L,0
300.2,309.5,1564,33.4,183,9.300000000000011,5470.308680038739,M,0
300.2,309.4,1329,53.6,186,9.199999999999989,7459.648924095893,M,0
300.1,309.3,1570,36.8,189,9.199999999999989,6050.288571793463,L,0
300.2,309.4,1433,48.8,191,9.199999999999989,7323.094363419855,M,0
300.2,309.4,1527,37.0,194,9.199999999999989,5916.561444505656,L,0
300.1,309.3,1443,50.3,196,9.199999999999989,7600.863513874753,M,0
300.1,309.3,1616,32.0,199,9.199999999999989,5415.267976747846,L,0
300.1,309.3,1654,31.0,201,9.199999999999989,5369.400724005434,L,0
300.1,309.3,1685,27.1,203,9.199999999999989,4781.870537906585,L,0
300.2,309.4,1456,48.8,205,9.199999999999989,7440.631816566161,M,0
300.2,309.4,1752,27.8,208,9.199999999999989,5100.4385049561015,M,0
300.1,309.2,1438,51.0,211,9.099999999999966,7679.9374009656085,M,0
300.1,309.1,1551,33.7,214,9.0,5473.565464422962,L,0
300.1,309.2,1599,30.1,216,9.099999999999966,5040.1513419337125,L,0
300.1,309.2,1732,33.7,218,9.099999999999966,6112.32455472635,M,0
300.1,309.2,1418,39.8,221,9.099999999999966,5910.005987835167,M,0
300.0,309.1,1401,44.5,0,9.100000000000023,6528.700773057628,L,0
300.0,309.0,1454,51.7,2,9.0,7871.972487904041,L,0
300.0,309.2,1635,32.4,4,9.199999999999989,5547.424307708856,M,0
300.0,309.1,1489,40.3,7,9.100000000000023,6283.886929538887,L,0
300.0,309.1,1465,40.6,9,9.100000000000023,6228.626314762244,L,0
300.0,309.1,1463,45.7,11,9.100000000000023,7001.468579520846,M,0
300.1,309.1,1560,35.4,14,9.0,5783.043756728091,H,0
300.1,309.2,1454,44.4,19,9.099999999999966,6760.456063112948,M,0
300.2,309.1,1479,47.0,22,8.900000000000034,7279.38433763291,L,0
300.2,309.2,1430,43.4,24,9.0,6499.117442236326,L,0
300.1,309.1,1533,38.0,26,9.0,6100.344614740659,M,0
300.1,309.0,1404,54.8,29,8.899999999999977,8057.054183102527,L,0
300.1,308.9,1548,38.4,31,8.799999999999955,6224.87734752896,M,0
300.1,309.0,1612,33.0,34,8.899999999999977,5570.672093345421,M,0
300.2,309.0,1642,31.2,37,8.800000000000011,5364.834942682217,M,0
300.2,309.1,1406,42.2,40,8.900000000000034,6213.358174465797,M,0
300.3,309.2,1587,31.4,43,8.899999999999977,5218.373893171861,L,0
300.3,309.2,1364,47.6,45,8.899999999999977,6799.076708801078,M,0
300.3,309.2,1462,51.4,48,8.899999999999977,7869.354494026049,L,0
300.3,309.2,1649,32.4,50,8.899999999999977,5594.925188631134,L,0
300.4,309.2,1752,29.0,52,8.800000000000011,5320.601318119674,L,0
300.4,309.3,1396,51.2,54,8.900000000000034,7484.865441128706,H,0
300.5,309.4,2179,16.3,59,8.899999999999977,3719.40484641354,M,0
300.5,309.5,1653,27.6,62,9.0,4777.608443873214,L,0
300.6,309.5,2025,21.4,64,8.899999999999977,4538.030588110456,L,0
300.6,309.6,1426,53.6,66,9.0,8004.107874914027,L,0
300.6,309.6,1503,38.4,68,9.0,6043.921610682187,M,0
300.7,309.6,1525,36.5,71,8.900000000000034,5828.963369348062,M,0
300.6,309.6,1423,49.1,74,9.0,7316.695986382045,L,0
300.7,309.7,1435,44.7,76,9.0,6717.196332273017,M,0
300.6,309.5,1495,36.5,79,8.899999999999977,5714.295237492034,H,0
300.6,309.5,1557,33.8,84,8.899999999999977,5511.044664780286,M,0
300.6,309.4,1474,40.7,87,8.799999999999955,6282.326605187606,L,0
300.5,309.3,1465,46.0,89,8.800000000000011,7057.064297513872,L,0
300.5,309.3,1589,34.9,91,8.800000000000011,5807.349211891365,M,0
300.5,309.3,1475,46.8,94,8.800000000000011,7228.804695910114,L,0
300.6,309.4,1442,43.2,96,8.799999999999955,6523.454313326134,L,0
300.6,309.4,1556,36.0,98,8.799999999999955,5865.981802782862,L,0
300.7,309.3,1425,45.3,100,8.600000000000023,6759.921992361836,L,0
300.7,309.3,1580,38.3,102,8.600000000000023,6337.0112613110905,L,0
300.8,309.4,1474,40.7,104,8.599999999999966,6282.326605187606,H,0
300.8,309.4,1489,38.4,109,8.599999999999966,5987.624270329858,L,0
300.8,309.4,1946,20.5,111,8.599999999999966,4177.585190988587,L,0
300.8,309.4,1342,62.4,113,8.599999999999966,8769.316069524404,M,1
300.9,309.5,1758,26.8,116,8.600000000000023,4933.808430609698,M,0
300.9,309.4,1724,25.6,119,8.5,4621.743560353112,M,0
301.0,309.5,1430,48.5,122,8.5,7262.838616324005,L,0
300.9,309.5,1612,35.2,124,8.600000000000023,5942.050232901783,L,0
300.9,309.5,1469,43.4,126,8.600000000000023,6676.366099751861,H,0
300.9,309.6,1384,42.4,131,8.700000000000045,6145.122782029826,L,0
301.0,309.6,1724,28.1,133,8.600000000000023,5073.085704918846,L,0
301.0,309.6,1397,48.0,135,8.600000000000023,7022.087899303905,M,0
301.0,309.6,1588,32.7,138,8.600000000000023,5437.845555951645,M,0
301.0,309.7,1468,42.0,141,8.699999999999989,6456.601221657744,L,0
301.0,309.8,1594,31.1,143,8.800000000000011,5191.314308448942,M,0
301.0,309.7,1511,39.3,146,8.699999999999989,6218.499914442172,M,0
301.1,309.8,1493,38.9,149,8.699999999999989,6081.882521913065,L,0
301.2,309.8,1709,27.0,151,8.600000000000023,4832.083660486461,H,0
301.1,309.6,1501,36.1,156,8.5,5674.3551228893975,L,0
301.1,309.7,1668,30.8,158,8.599999999999966,5379.914587419449,L,0
301.1,309.6,1502,48.9,160,8.5,7691.435630077745,L,0
301.0,309.7,1288,58.4,162,8.699999999999989,7876.936204296711,M,0
301.0,309.7,1491,42.9,165,8.699999999999989,6698.283944498405,L,0
301.1,309.8,1519,39.6,167,8.699999999999989,6299.144597859823,L,0
301.2,309.9,1984,19.7,169,8.699999999999989,4092.9506849008776,L,0
301.2,309.9,1643,32.9,171,8.699999999999989,5660.594947066673,L,0
301.2,310.0,1625,31.6,173,8.800000000000011,5377.359425394529,M,0
301.3,310.0,2068,17.8,176,8.699999999999989,3854.776073856724,M,0
301.3,310.1,1469,39.7,179,8.800000000000011,6107.182814749975,H,0
301.3,310.1,1558,36.3,184,8.800000000000011,5922.467638694407,L,0
301.3,310.0,1344,54.8,186,8.699999999999989,7712.735628269085,L,0
301.3,310.1,1455,44.1,188,8.800000000000011,6719.395447130529,H,0
301.3,310.1,1355,53.6,193,8.800000000000011,7605.586374830651,L,0
301.3,310.1,1269,56.8,195,8.800000000000011,7548.11617322098,L,1
301.3,310.0,1550,41.5,197,8.699999999999989,6736.098248072115,L,0
301.3,310.1,1525,37.8,199,8.800000000000011,6036.5702838727875,M,0
301.3,310.0,1696,32.4,202,8.699999999999989,5754.392431727352,M,0
301.4,310.1,1937,21.8,205,8.700000000000045,4421.9592115358255,L,0
301.4,310.0,1689,32.1,207,8.600000000000023,5677.580491347082,M,0
301.3,310.0,1593,30.8,210,8.699999999999989,5138.011953093035,M,0
301.3,309.9,1565,36.0,213,8.599999999999966,5899.911003441631,M,0
301.3,310.0,1665,31.4,0,8.699999999999989,5474.853517410932,L,0
301.3,310.0,1532,36.3,2,8.699999999999989,5823.633133812471,H,0
301.3,310.0,1438,40.9,7,8.699999999999989,6159.008621558693,L,0
301.3,310.1,1531,41.6,9,8.800000000000011,6669.559315669084,L,0
301.3,310.0,1506,40.8,11,8.699999999999989,6434.4844093764705,L,0
301.2,309.9,1382,52.4,13,8.699999999999989,7583.469562549377,L,0
301.2,309.9,1456,50.8,15,8.699999999999989,7745.575743474611,M,0
301.2,310.0,1445,45.6,18,8.800000000000011,6900.194104344621,M,0
301.2,309.9,1515,40.9,21,8.699999999999989,6488.802546357038,L,0
301.2,309.9,1449,45.5,23,8.699999999999989,6904.121095161609,L,0
301.2,309.9,1362,50.7,25,8.699999999999989,7231.255138179914,H,0
301.2,309.9,1687,29.7,30,8.699999999999989,5246.86813853992,L,0
301.2,310.0,1618,37.6,32,8.800000000000011,6370.814798263717,L,0
301.2,310.1,1558,32.6,34,8.900000000000034,5318.800138331616,M,0
301.3,310.1,1662,31.0,37,8.800000000000011,5395.37122327511,L,0
301.2,310.1,1295,56.6,39,8.900000000000034,7675.643891005701,M,0
301.2,310.2,1385,42.3,42,9.0,6135.059213562828,L,0
301.2,310.1,1479,45.5,44,8.900000000000034,7047.063560899945,M,0
301.3,310.3,1400,44.3,47,9.0,6494.719212521298,L,0
301.2,310.3,1357,54.5,49,9.100000000000023,7744.706569507118,M,0
301.1,310.2,1657,34.1,52,9.099999999999966,5917.05362735472,L,0
301.1,310.2,1496,43.4,54,9.099999999999966,6799.076708801078,L,0
301.2,310.3,1379,43.2,56,9.100000000000023,6238.449027792468,M,0
301.2,310.3,1548,38.6,59,9.100000000000023,6257.298583714007,L,0
301.2,310.3,1499,38.1,61,9.100000000000023,5980.744182418497,L,0
301.3,310.5,1390,45.8,63,9.199999999999989,6666.669050427779,L,0
301.3,310.4,1538,38.4,65,9.099999999999966,6184.66496156301,H,0
301.3,310.5,1365,47.7,70,9.199999999999989,6818.355615718608,L,0
301.3,310.5,1503,48.6,72,9.199999999999989,7649.338288519643,L,0
301.2,310.4,1390,49.9,74,9.199999999999989,7263.466934854721,L,0
301.2,310.3,1497,45.7,76,9.100000000000023,7164.182135025772,L,0
301.3,310.4,1577,48.3,78,9.099999999999966,7976.409499684877,M,0
301.4,310.5,1432,54.3,81,9.100000000000023,8142.756830692456,L,0
301.4,310.5,1563,39.9,83,9.100000000000023,6530.711392355925,M,0
301.4,310.4,1433,43.4,86,9.0,6512.751954352903,L,0
301.3,310.4,1384,50.1,88,9.099999999999966,7261.100268389017,L,0
301.3,310.4,1346,46.7,90,9.099999999999966,6582.495311262598,L,0
301.3,310.4,1459,44.7,92,9.099999999999966,6829.539685565387,L,0
301.4,310.4,1639,28.9,94,9.0,4960.2711127284365,L,0
301.4,310.4,1737,31.9,96,9.0,5802.553047106883,L,0
301.4,310.5,1489,43.5,98,9.100000000000023,6782.855618733042,L,0
301.5,310.6,1492,43.0,100,9.100000000000023,6718.400609456892,M,0
301.4,310.5,1217,60.6,103,9.100000000000023,7723.102884025933,M,0
301.5,310.5,1636,28.7,106,9.0,4916.9276060844095,L,0
301.4,310.4,1436,49.7,108,9.0,7473.765147086023,L,0
301.4,310.4,1689,30.6,110,9.0,5412.272991751423,L,0
301.5,310.5,2289,16.4,112,9.0,3931.137719289979,L,0
301.5,310.6,1522,41.0,114,9.100000000000023,6534.722158977009,L,0
301.5,310.5,1351,52.9,116,9.0,7484.100986916332,L,0
301.5,310.5,1589,36.7,118,9.0,6106.868655484616,L,0
301.5,310.6,1578,34.1,120,9.100000000000023,5634.949079037869,L,0
301.5,310.6,1587,33.7,122,9.100000000000023,5600.611471334132,L,0
301.5,310.6,1962,20.2,124,9.100000000000023,4150.295222804403,L,0
301.5,310.6,2432,14.2,126,9.100000000000023,3616.433911204378,M,0
301.6,310.6,1418,43.9,129,9.0,6518.825700149845,L,0
301.6,310.7,1683,29.7,131,9.099999999999966,5234.427431631706,L,0
301.7,310.8,1385,50.7,133,9.100000000000023,7353.36884462495,L,0
301.7,310.8,1559,44.5,135,9.100000000000023,7264.9853713039565,L,0
301.7,310.8,1671,31.6,137,9.100000000000023,5529.580061436467,M,0
301.6,310.8,1343,49.5,140,9.199999999999989,6961.612240722301,M,0
301.6,310.8,1548,34.2,143,9.199999999999989,5544.03138764298,M,0
301.7,310.9,1705,31.2,146,9.199999999999989,5570.672093345421,L,0
301.6,310.8,1535,35.4,148,9.199999999999989,5690.366773447192,L,0
301.6,310.8,1564,34.1,150,9.199999999999989,5584.955867943743,L,0
301.6,310.9,1510,40.9,152,9.299999999999955,6467.387356435067,M,0
301.6,310.9,1492,45.2,155,9.299999999999955,7062.132733661664,L,0
301.5,310.8,1452,44.1,157,9.300000000000011,6705.541023528199,M,0
301.4,310.7,1329,52.0,160,9.300000000000011,7236.9728368094475,H,0
301.5,310.8,1382,52.4,165,9.300000000000011,7583.469562549377,L,0
301.5,310.8,1628,36.4,167,9.300000000000011,6205.608912586943,M,0
301.4,310.7,1706,27.9,170,9.300000000000011,4984.388072332494,L,0
301.3,310.7,1594,34.1,172,9.399999999999977,5692.084177431155,L,0
301.3,310.7,1761,24.3,174,9.399999999999977,4481.199177007017,L,0
301.3,310.6,1529,41.8,176,9.300000000000011,6692.8699331587195,L,0
301.3,310.7,1532,40.7,178,9.399999999999977,6529.528059123074,M,0
301.4,310.7,1673,27.8,181,9.300000000000011,4870.452978762304,L,0
301.4,310.8,1285,62.6,183,9.400000000000034,8423.761821580552,L,1
301.4,310.8,1680,31.4,185,9.400000000000034,5524.176522072292,L,0
301.4,310.8,1610,34.6,187,9.400000000000034,5833.5186786957665,L,0
301.6,310.9,1632,31.6,189,9.299999999999955,5400.523435226998,L,0
301.6,310.9,1559,40.2,191,9.299999999999955,6562.975548908294,L,0
301.5,310.8,1367,49.0,193,9.300000000000011,7014.44335718017,L,0
301.6,310.8,1355,57.8,195,9.199999999999989,8201.546501216635,L,1
301.6,310.7,1414,51.7,197,9.099999999999966,7655.412034316583,H,0
301.5,310.6,1522,36.6,202,9.100000000000023,5833.434902891671,L,0
301.5,310.6,1525,41.9,204,9.100000000000023,6691.330552758461,L,0
301.5,310.6,1394,46.5,206,9.100000000000023,6788.039246611466,L,0
301.5,310.6,1519,40.7,208,9.100000000000023,6474.120836689262,L,0
301.4,310.6,1445,43.9,210,9.200000000000045,6642.950025893177,L,0
301.4,310.6,1555,43.3,212,9.200000000000045,7050.938191839371,L,0
301.4,310.5,1633,39.5,0,9.100000000000023,6754.790724360974,L,0
301.4,310.6,1630,30.3,2,9.200000000000045,5172.003985604876,M,0
301.4,310.7,1692,32.3,5,9.300000000000011,5723.102168897597,M,0
301.5,310.7,1790,26.2,8,9.199999999999989,4911.147075601804,H,0
301.5,310.8,1350,58.5,13,9.300000000000011,8270.24266057513,L,0
301.5,310.9,2760,8.0,15,9.399999999999977,2312.212193042088,L,1
301.4,310.7,1584,32.2,17,9.300000000000011,5341.210165927223,L,0
301.4,310.7,1989,21.8,19,9.300000000000011,4540.669525939472,L,0
301.4,310.8,1431,44.3,21,9.400000000000034,6638.530852227128,L,0
301.4,310.7,1568,35.2,23,9.300000000000011,5779.860276172453,L,0
301.4,310.7,1376,50.6,25,9.300000000000011,7291.175782059383,L,0
301.4,310.6,1459,46.9,27,9.200000000000045,7165.66915554847,M,0
301.5,310.8,1385,47.5,30,9.300000000000011,6889.250889934618,M,0
301.5,310.8,1591,29.6,33,9.300000000000011,4931.630259703209,H,0
301.5,310.7,1568,33.1,38,9.199999999999989,5435.039066514438,L,0
301.4,310.7,1459,37.7,40,9.300000000000011,5760.036826528302,M,0
301.4,310.7,1590,36.3,43,9.300000000000011,6044.110106241402,L,0
301.3,310.6,1376,47.6,45,9.300000000000011,6858.892632925427,L,0
301.3,310.6,1510,38.5,47,9.300000000000011,6087.88296388142,L,0
301.4,310.6,1674,33.6,49,9.200000000000045,5890.109234362431,H,0
